year,week,outbreak_starting_date,reporting_date,state,district,disease_illness_name,status,cases,deaths
2025,8,2025-02-21,21-02-2025,Gujarat,Jamnagar,Measles,Reported In Same Week,4,0
2025,8,2025-02-18,19-02-2025,Gujarat,Anand,Hepatitis A,Reported In Same Week,57,0
2025,8,2025-02-11,17-02-2025,Gujarat,Gandhinagar,Food Poisoning,Reported In Same Week,29,0
2025,8,2025-02-18,18-02-2025,Jharkhand,Hazaribagh,Chickenpox,Reported In Same Week,8,0
2025,8,2025-02-17,18-02-2025,Jharkhand,Dumka,Chickenpox,Reported In Same Week,12,0
2025,8,2025-01-21,,Jharkhand,Koderma,Chickenpox,Reported Late,10,0
2025,8,2025-02-22,23-02-2025,Karnataka,Chikballapur,Food Poisoning,Reported In Same Week,17,0
2025,8,2025-02-18,19-02-2025,Karnataka,Bagalkot,Chickenpox,Reported In Same Week,7,0
2025,8,2025-02-22,22-02-2025,Kerala,Idukki,Mumps,Reported In Same Week,9,0
2025,8,2025-02-21,21-02-2025,Kerala,Ernakulam,Hepatitis A,Reported In Same Week,13,0
2025,8,2025-02-21,22-02-2025,Kerala,Idukki,Mumps,Reported In Same Week,20,0
2025,8,2025-02-21,22-02-2025,Kerala,Kannur,Hepatitis A,Reported In Same Week,27,0
2025,8,2025-02-21,21-02-2025,Kerala,Wayanad,Acute Diarrheal Disease,Reported In Same Week,8,0
2025,8,2025-02-20,21-02-2025,Kerala,Ernakulam,Hepatitis A,Reported In Same Week,14,0
2025,8,2025-02-20,20-02-2025,Kerala,Ernakulam,Chickenpox,Reported In Same Week,27,0
2025,8,2025-02-19,20-02-2025,Kerala,Palakkad,Hepatitis A,Reported In Same Week,40,0
2025,8,2025-02-18,22-02-2025,Kerala,Malappuram,Gastroenteritis,Reported In Same Week,51,0
2025,8,2025-02-18,19-02-2025,Kerala,Thiruvananthapuram,Mpox,Reported In Same Week,1,0
2025,8,2025-02-18,19-02-2025,Kerala,Thrissur,Mpox,Reported In Same Week,1,0
2025,8,2025-02-17,17-02-2025,Kerala,Kottayam,Mumps,Reported In Same Week,13,0
2025,8,2025-02-15,19-02-2025,Kerala,Kannur,Mpox,Reported In Same Week,1,0
2025,8,2025-02-15,19-02-2025,Kerala,Wayanad,Hepatitis A,Reported In Same Week,12,0
2025,8,2025-02-15,19-02-2025,Kerala,Wayanad,Mumps,Reported In Same Week,24,0
2025,8,2025-02-15,19-02-2025,Kerala,Wayanad,Food Poisoning,Reported In Same Week,9,0
2025,8,2025-02-13,21-02-2025,Kerala,Alappuzha West,Nile Fever,Reported In Same Week,2,0
2025,8,2025-02-07,18-02-2025,Kerala,Malappuram,Hepatitis A,Reported In Same Week,18,0
2025,8,2025-01-12,,Kerala,Malappuram,Hepatitis A,Reported Late,62,0
2025,8,2025-02-20,21-02-2025,Madhya Pradesh,Raisen,Acute Diarrheal Disease,Reported In Same Week,10,0
2025,8,2025-02-19,19-02-2025,Madhya Pradesh,Dhar,Typhoid,Reported In Same Week,59,0
2025,8,2025-02-19,19-02-2025,Maharashtra,Kolhapur,Hepatitis A,Reported In Same Week,25,0
2025,8,2025-02-18,20-02-2025,Maharashtra,Sangli,Acute Hepatitis A,Reported In Same Week,12,0
2025,8,2025-02-20,21-02-2025,Meghalaya,West Garo Hills,Chickenpox,Reported In Same Week,11,0
2025,8,2025-02-18,18-02-2025,Meghalaya,South West Garo Hills,Chickenpox,Reported In Same Week,10,0
2025,8,2025-02-19,19-02-2025,Odisha,Jharsuguda,Chickenpox,Reported In Same Week,26,0
2025,8,2025-02-18,18-02-2025,Odisha,Sambalpur,Acute Diarrheal Disease,Reported In Same Week,13,0
2025,8,2025-02-18,18-02-2025,Odisha,Sundargarh,Food Poisoning,Reported In Same Week,35,0
2025,8,2025-02-17,17-02-2025,Odisha,Cuttack,Food Poisoning,Reported In Same Week,86,0
2025,8,2025-02-17,17-02-2025,Odisha,Malkangiri,Food Poisoning,Reported In Same Week,29,1
2025,8,2025-02-22,22-02-2025,Tamil Nadu,Tiruvallur,Chickenpox,Reported In Same Week,37,0
2025,8,2025-02-20,20-02-2025,Tamil Nadu,Pudukkottai,Chickenpox,Reported In Same Week,7,0
2025,8,2025-02-19,21-02-2025,Tamil Nadu,Ariyalur,Acute Diarrheal Disease,Reported In Same Week,11,0
2025,8,2025-02-19,19-02-2025,Tamil Nadu,Kallakurichi,Chickenpox,Reported In Same Week,16,0
2025,8,2025-02-17,19-02-2025,Tamil Nadu,Krishnagiri,Acute Diarrheal Disease,Reported In Same Week,28,0
2025,8,2025-02-17,17-02-2025,Tamil Nadu,Salem,Chickenpox,Reported In Same Week,17,0
2025,8,2025-02-15,17-02-2025,Tamil Nadu,Karur,Chikungunya,Reported In Same Week,20,0
2025,8,2025-02-15,17-02-2025,Tamil Nadu,Virudhunagar,Acute Diarrheal Disease,Reported In Same Week,13,0
2025,8,2025-01-18,,Uttar Pradesh,Gonda,Food Poisoning,Reported Late,85,0
2025,7,2025-02-08,10-02-2025,Andhra Pradesh,Alluri Sitharama Raju,Acute Diarrheal Disease,Reported In Same Week,14,0
2025,7,2025-01-21,,Andhra Pradesh,Parvathipuram Manyam,Acute Diarrheal Disease,Reported Late,27,0
2025,7,2025-02-14,16-02-2025,Assam,Dima Hasao,Chickenpox,Reported In Same Week,19,0
2025,7,2025-02-08,10-02-2025,Bihar,Patna,Chickenpox,Reported In Same Week,5,0
2025,7,2025-02-08,15-02-2025,Bihar,Saran,Fever With Rash,Reported In Same Week,7,1
2025,7,2025-02-12,13-02-2025,Chhattisgarh,Durg,Acute Diarrheal Disease,Reported In Same Week,34,0
2025,7,2025-02-12,14-02-2025,Chhattisgarh,Kondagaon,Acute Diarrheal Disease,Reported In Same Week,26,0
2025,7,2025-02-12,13-02-2025,Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,Acute Diarrheal Disease,Reported In Same Week,41,0
2025,7,2025-02-16,16-02-2025,Gujarat,Ahmedabad,Acute Diarrheal Disease,Reported In Same Week,11,0
2025,7,2025-02-15,15-02-2025,Gujarat,Navsari,Food Poisoning,Reported In Same Week,107,0
2025,7,2025-02-12,12-02-2025,Gujarat,Devbhumi Dwarka,Food Poisoning,Reported In Same Week,61,0
2025,7,2025-02-15,15-02-2025,Jharkhand,Giridih,Chickenpox,Reported In Same Week,4,0
2025,7,2025-02-15,15-02-2025,Jharkhand,Latehar,Scrub Typhus,Reported In Same Week,38,1
2025,7,2025-02-12,14-02-2025,Jharkhand,Deoghar,Fever With Rash,Reported In Same Week,3,0
2025,7,2025-02-11,11-02-2025,Jharkhand,Giridih,Chickenpox,Reported In Same Week,8,0
2025,7,2025-02-11,11-02-2025,Jharkhand,Jamtara,Chickenpox,Reported In Same Week,5,0
2025,7,2025-02-07,15-02-2025,Jharkhand,Deoghar,Fever With Rash,Reported In Same Week,3,0
2025,7,2025-02-12,12-02-2025,Karnataka,Uttar Kannad,Acute Diarrheal Disease,Reported In Same Week,33,0
2025,7,2025-02-10,11-02-2025,Karnataka,Hassan,Food Poisoning,Reported In Same Week,12,0
2025,7,2025-02-15,15-02-2025,Kerala,Ernakulam,Hepatitis A,Reported In Same Week,19,0
2025,7,2025-02-13,13-02-2025,Kerala,Kozhikode,Jaundice,Reported In Same Week,94,0
2025,7,2025-02-11,15-02-2025,Kerala,Ernakulam,Hepatitis A,Reported In Same Week,15,0
2025,7,2025-02-10,10-02-2025,Kerala,Ernakulam,Dengue,Reported In Same Week,12,0
2025,7,2025-02-08,13-02-2025,Kerala,Ernakulam,Mumps,Reported In Same Week,5,0
2025,7,2025-02-06,,Kerala,Thrissur,Chickenpox,Reported Late,22,0
2025,7,2025-01-14,,Kerala,Wayanad,Food Poisoning,Reported Late,31,0
2025,7,2025-02-13,13-02-2025,Madhya Pradesh,Chhatarpur,Rubella,Reported In Same Week,1,0
2025,7,2025-02-13,13-02-2025,Madhya Pradesh,Dindori,Jaundice,Reported In Same Week,5,0
2025,7,2025-02-10,11-02-2025,Madhya Pradesh,Shahdol,Hepatitis A,Reported In Same Week,3,0
2025,7,2025-02-14,14-02-2025,Maharashtra,Akola,Typhoid,Reported In Same Week,30,0
2025,7,2025-02-12,14-02-2025,Maharashtra,Amravati,Fever,Reported In Same Week,10,0
2025,7,2025-02-10,10-02-2025,Maharashtra,Latur,Measles,Reported In Same Week,27,0
2025,7,2025-02-10,11-02-2025,Maharashtra,Wardha,Food Poisoning,Reported In Same Week,29,0
2025,7,2025-02-08,10-02-2025,Maharashtra,Aurangabad,Fever,Reported In Same Week,18,0
2025,7,2025-02-08,10-02-2025,Maharashtra,Bhandara,Acute Diarrheal Disease,Reported In Same Week,21,0
2025,7,2025-02-08,10-02-2025,Maharashtra,Nanded,Poisoning,Reported In Same Week,77,0
2025,7,2025-02-07,10-02-2025,Maharashtra,Nagpur,Acute Diarrheal Disease,Reported In Same Week,51,0
2025,7,2025-02-13,14-02-2025,Meghalaya,East Khasi Hills,Acute Diarrheal Disease,Reported In Same Week,11,0
2025,7,2025-02-11,11-02-2025,Odisha,Ganjam,Measles,Reported In Same Week,21,0
2025,7,2025-02-10,10-02-2025,Odisha,Anugul,Food Poisoning,Reported In Same Week,96,0
2025,7,2025-02-10,11-02-2025,Odisha,Koraput,Acute Diarrheal Disease,Reported In Same Week,34,0
2025,7,2025-01-14,,Odisha,Nabarangpur,Food Poisoning,Reported Late,16,0
2025,7,2025-02-08,12-02-2025,Rajasthan,Jalore,Acute Diarrheal Disease,Reported In Same Week,22,0
2025,7,2025-02-13,15-02-2025,Tamil Nadu,Dindigul,Mumps,Reported In Same Week,6,0
2025,7,2025-02-11,14-02-2025,Tamil Nadu,Villupuram,Chickenpox,Reported In Same Week,11,0
2025,7,2025-02-10,11-02-2025,Tamil Nadu,Sivaganga,Hepatitis A,Reported In Same Week,5,0
2025,7,2025-02-11,11-02-2025,Uttar Pradesh,Moradabad,Food Poisoning,Reported In Same Week,39,0
2025,7,2025-02-10,11-02-2025,Uttar Pradesh,Ambedkar,Nagar,Reported In Same Week,22,0
2025,7,2025-02-10,13-02-2025,Uttar Pradesh,Muzaffarnagar,Food Poisoning,Reported In Same Week,29,0
2025,7,2025-02-04,,Uttar Pradesh,Gautam Buddha Nagar,Acute Diarrheal Disease,Reported Late,334,0
2025,7,2025-02-11,12-02-2025,West Bengal,Medinipur West,Food Poisoning,Reported In Same Week,21,0
2025,6,2025-02-06,06-02-2025,Assam,Lakhimpur,Acute Diarrheal Disease,Reported In Same Week,9,0
2025,6,2025-02-07,07-02-2025,Bihar,Patna,Measles,Reported In Same Week,5,0
2025,6,2025-01-29,,Bihar,Purbi Champaran,Measles,Reported Late,6,0
2025,6,2025-02-06,06-02-2025,Gujarat,Tapi,Food Poisoning,Reported In Same Week,25,0
2025,6,2025-02-06,06-02-2025,Jammu And Kashmir,Srinagar,Hepatitis A,Reported In Same Week,18,0
2025,6,2025-02-05,06-02-2025,Jammu And Kashmir,Doda,Human Rabies,Reported In Same Week,1,0
2025,6,2025-02-05,05-02-2025,Jammu And Kashmir,Kulgam,Hepatitis A,Reported In Same Week,11,0
2025,6,2025-02-07,07-02-2025,Jharkhand,Koderma,Food Poisoning,Reported In Same Week,18,0
2025,6,2025-02-06,07-02-2025,Jharkhand,Dhanbad,Chickenpox,Reported In Same Week,16,0
2025,6,2025-02-06,07-02-2025,Jharkhand,Dumka,Measles,Reported In Same Week,9,0
2025,6,2025-02-06,08-02-2025,Jharkhand,Koderma,Typhoid,Reported In Same Week,8,0
2025,6,2025-02-05,06-02-2025,Jharkhand,Dumka,Chickenpox,Reported In Same Week,10,0
2025,6,2025-02-04,04-02-2025,Jharkhand,Giridih,Chickenpox,Reported In Same Week,14,0
2025,6,2025-01-31,07-02-2025,Jharkhand,Deoghar,Malaria,Reported In Same Week,12,0
2025,6,2025-02-05,05-02-2025,Karnataka,Bengaluru Urban,Acute Diarrheal Disease,Reported In Same Week,32,0
2025,6,2025-02-06,07-02-2025,Kerala,Kottayam,Hepatitis A,Reported In Same Week,32,0
2025,6,2025-02-06,06-02-2025,Kerala,Kozhikode,Food Poisoning,Reported In Same Week,76,0
2025,6,2025-02-06,06-02-2025,Kerala,Malappuram,Hepatitis A,Reported In Same Week,14,0
2025,6,2025-02-06,06-02-2025,Kerala,Malappuram,Hepatitis A,Reported In Same Week,20,0
2025,6,2025-02-05,09-02-2025,Kerala,Kannur,Poisoning,Reported In Same Week,77,0
2025,6,2025-02-04,04-02-2025,Kerala,Kasaragod,Food Poisoning,Reported In Same Week,55,0
2025,6,2025-02-03,09-02-2025,Kerala,Kannur,Food Poisoning,Reported In Same Week,58,0
2025,6,2025-02-03,04-02-2025,Kerala,Thrissur,Mumps,Reported In Same Week,30,0
2025,6,2025-02-02,04-02-2025,Kerala,Wayanad,Acute Diarrheal Disease,Reported In Same Week,8,0
2025,6,2025-01-31,06-02-2025,Kerala,Kottayam,Chickenpox,Reported In Same Week,12,0
2025,6,2025-01-30,03-02-2025,Kerala,Kannur,Acute Gastroenteritis,Reported In Same Week,1529,0
2025,6,2025-01-28,,Kerala,Wayanad,Acute Diarrheal Disease,Reported Late,11,0
2025,6,2025-02-08,08-02-2025,Madhya Pradesh,Chhatarpur,Measles,Reported In Same Week,9,0
2025,6,2025-02-05,05-02-2025,Madhya Pradesh,Ashoknagar,Measles,Reported In Same Week,11,0
2025,6,2025-02-03,03-02-2025,Madhya Pradesh,Guna,Measles,Reported In Same Week,16,0
2025,6,2025-02-03,03-02-2025,Madhya Pradesh,Shivpuri,Acute Diarrheal Disease,Reported In Same Week,184,0
2025,6,2025-01-22,,Madhya Pradesh,Bhopal,Hepatitis A,Reported Late,11,0
2025,6,2025-02-05,05-02-2025,Maharashtra,Kolhapur,Food Poisoning,Reported In Same Week,651,0
2025,6,2025-02-03,04-02-2025,Maharashtra,Amravati,Acute Gastroenteritis,Reported In Same Week,16,0
2025,6,2025-02-01,06-02-2025,Maharashtra,Thane,Chikungunya,Reported In Same Week,15,0
2025,6,2025-02-05,05-02-2025,Meghalaya,North Garo Hills,Human Rabies,Reported In Same Week,1,0
2025,6,2025-02-08,09-02-2025,Odisha,Boudh,Chickenpox,Reported In Same Week,13,0
2025,6,2025-02-04,04-02-2025,Odisha,Sambalpur,Acute Gastroenteritis,Reported In Same Week,8,0
2025,6,2025-02-03,03-02-2025,Odisha,Cuttack,Acute Diarrheal Disease,Reported In Same Week,67,0
2025,6,2025-02-03,04-02-2025,Punjab,Rupnagar,Chickenpox,Reported In Same Week,19,0
2025,6,2025-01-31,03-02-2025,Punjab,Faridkot,Hepatitis E,Reported In Same Week,17,0
2025,6,2025-02-02,03-02-2025,Rajasthan,Bharatpur,Food Poisoning,Reported In Same Week,77,0
2025,6,2025-02-05,06-02-2025,Tamil Nadu,Madurai,Food Poisoning,Reported In Same Week,31,0
2025,6,2025-02-05,06-02-2025,Tamil Nadu,Madurai,Chikungunya,Reported In Same Week,7,0
2025,6,2025-02-04,05-02-2025,Tamil Nadu,Tuticorin,Mumps,Reported In Same Week,11,0
2025,6,2025-01-28,,Tamil Nadu,Krishnagiri,Acute Diarrheal Disease,Reported Late,28,0
2025,6,2025-02-07,07-02-2025,West Bengal,Purulia,Typhoid,Reported In Same Week,32,0
2025,5,2025-01-27,28-01-2025,Andhra Pradesh,Alluri Sitharama Raju,Fever With Rash,Reported In Same Week,15,0
2025,5,2025-02-01,01-02-2025,Assam,Dibrugarh,Acute Diarrheal Disease,Reported In Same Week,19,1
2025,5,2025-01-30,30-01-2025,Assam,Golaghat,Food Poisoning,Reported In Same Week,11,1
2025,5,2025-01-30,30-01-2025,Assam,Lakhimpur,Hepatitis A,Reported In Same Week,11,0
2025,5,2025-01-29,29-01-2025,Assam,Karimganj,Human Rabies,Reported In Same Week,1,0
2025,5,2025-01-30,30-01-2025,Bihar,Patna,Fever With Rash,Reported In Same Week,8,0
2025,5,2025-01-27,01-02-2025,Bihar,Begusarai,Fever With Rash,Reported In Same Week,13,0
2025,5,2025-01-27,29-01-2025,Bihar,Begusarai,Fever With Rash,Reported In Same Week,14,0
2025,5,2025-01-16,,Bihar,Samastipur,Fever With Rash,Reported Late,22,0
2025,5,2025-01-29,30-01-2025,Chhattisgarh,Balod,Acute Diarrheal Disease,Reported In Same Week,59,0
2025,5,2025-01-30,30-01-2025,Gujarat,Tapi,Measles,Reported In Same Week,2,0
2025,5,2025-01-28,28-01-2025,Gujarat,Jamnagar,Crimean Congo Haemandrhagic Fever (Cchf),Reported In Same Week,1,0
2025,5,2025-01-28,29-01-2025,Jammu And Kashmir,Kulgam,Jaundice,Reported In Same Week,19,0
2025,5,2025-01-26,28-01-2025,Jammu And Kashmir,Anantnag,Hepatitis A,Reported In Same Week,9,0
2025,5,2025-01-31,31-01-2025,Jharkhand,Latehar,Food Poisoning,Reported In Same Week,25,1
2025,5,2025-01-27,27-01-2025,Jharkhand,Lohardaga,Japanese Encephalitis,Reported In Same Week,2,0
2025,5,2025-01-25,27-01-2025,Jharkhand,Godda,Chickenpox,Reported In Same Week,7,0
2025,5,2024-12-27,,Jharkhand,Latehar,Paratyphoid,Reported Late,14,1
2025,5,2025-01-30,31-01-2025,Karnataka,Bidar,Chikungunya,Reported In Same Week,5,0
2025,5,2025-01-28,28-01-2025,Karnataka,Bagalkot,Chickenpox,Reported In Same Week,15,0
2025,5,2025-01-27,28-01-2025,Karnataka,Uttar Kannad,Acute Diarrheal Disease,Reported In Same Week,8,0
2025,5,2025-01-28,28-01-2025,Kerala,Wayanad,Acute Diarrheal Disease,Reported In Same Week,31,0
2025,5,2025-01-27,28-01-2025,Kerala,Alappuzha,Food Poisoning,Reported In Same Week,27,0
2025,5,2025-01-26,30-01-2025,Kerala,Ernakulam,Food Poisoning,Reported In Same Week,23,0
2025,5,2025-02-01,01-02-2025,Madhya Pradesh,Burhanpur,Chickenpox,Reported In Same Week,10,0
2025,5,2025-01-28,28-01-2025,Madhya Pradesh,Khargone,Cholera,Reported In Same Week,69,0
2025,5,2025-01-26,27-01-2025,Madhya Pradesh,East Nimar,Food Poisoning,Reported In Same Week,98,0
2025,5,2025-01-28,29-01-2025,Maharashtra,Pune,Food Poisoning,Reported In Same Week,20,0
2025,5,2025-01-28,29-01-2025,Maharashtra,Sangli,Food Poisoning,Reported In Same Week,34,0
2025,5,2025-01-29,29-01-2025,Manipur,Senapati,Food Poisoning,Reported In Same Week,28,0
2025,5,2025-01-31,31-01-2025,Odisha,Boudh,Chickenpox,Reported In Same Week,18,0
2025,5,2025-01-29,29-01-2025,Odisha,Anugul,Diarrhoea,Reported In Same Week,31,0
2025,5,2025-01-29,30-01-2025,Odisha,Kendujhar,Food Poisoning,Reported In Same Week,26,0
2025,5,2025-01-29,29-01-2025,Odisha,Nuapada,Food Poisoning,Reported In Same Week,38,0
2025,5,2025-01-21,,Odisha,Ganjam,Acute Diarrheal Disease,Reported Late,15,0
2025,5,2025-01-07,,Odisha,Ganjam,Measles,Reported Late,54,0
2025,5,2025-01-01,,Punjab,Patiala,Hepatitis A,Reported Late,27,0
2025,5,2025-01-31,01-02-2025,Tamil Nadu,Coimbatore,Mumps,Reported In Same Week,12,0
2025,5,2025-01-29,30-01-2025,Tamil Nadu,Namakkal,Mumps,Reported In Same Week,15,0
2025,5,2025-01-29,29-01-2025,Tamil Nadu,Tirupathur,Mumps,Reported In Same Week,29,0
2025,5,2025-01-28,29-01-2025,Tamil Nadu,Sivaganga,Mumps,Reported In Same Week,10,0
2025,5,2025-01-28,29-01-2025,Tamil Nadu,Thanjavur,Chickenpox,Reported In Same Week,16,0
2025,5,2025-01-28,29-01-2025,Tamil Nadu,Tuticorin,Hepatitis A,Reported In Same Week,17,0
2025,5,2025-01-27,27-01-2025,Tamil Nadu,Nagapattinam,Leptospirosis,Reported In Same Week,2,0
2025,5,2025-01-27,29-01-2025,Tamil Nadu,Villupuram,Mumps,Reported In Same Week,8,0
2025,5,2025-02-01,01-02-2025,Uttar Pradesh,Farrukhabad,Food Poisoning,Reported In Same Week,30,0
2025,5,2025-02-02,02-02-2025,West Bengal,Hooghly,Cholera,Reported In Same Week,13,0
2025,4,2025-01-21,22-01-2025,Andhra Pradesh,Vizianagaram,Acute Diarrheal Disease,Reported In Same Week,15,0
2025,4,2025-01-18,20-01-2025,Arunachal Pradesh,East,Kameng,Reported In Same Week,1,1
2025,4,2025-01-24,24-01-2025,Assam,Tinsukia,Human Rabies,Reported In Same Week,1,2
2025,4,2025-01-20,20-01-2025,Assam,Bongaigaon,Acute Diarrheal Disease,Reported In Same Week,1,0
2025,4,2025-01-14,,Assam,Goalpara,Hepatitis A,Reported Late,49,0
2025,4,2024-12-20,20-01-2025,Assam,Hailakandi,Typhoid,Reported In Same Week,74,1
2025,4,2025-01-16,,Bihar,Begusarai,Measles,Reported Late,8,0
2025,4,2025-01-16,,Bihar,Purbi Champaran,Fever With Rash,Reported Late,21,0
2025,4,2025-01-19,20-01-2025,Gujarat,Bharuch,Food Poisoning,Reported In Same Week,224,0
2025,4,2025-01-20,20-01-2025,Haryana,Karnal,Typhoid,Reported In Same Week,10,0
2025,4,2025-01-15,,Jammu And Kashmir,Shopian,Hepatitis A,Reported Late,34,0
2025,4,2025-01-25,25-01-2025,Jharkhand,Garhwa,Malaria,Reported In Same Week,5,0
2025,4,2025-01-21,21-01-2025,Jharkhand,Giridih,Acute Diarrheal Disease,Reported In Same Week,8,0
2025,4,2024-12-22,22-01-2025,Jharkhand,Chatra,Typhoid,Reported In Same Week,7,0
2025,4,2024-12-18,,Jharkhand,Sahebganj,Measles,Reported Late,7,0
2025,4,2025-01-25,25-01-2025,Kerala,Kasaragod,Food Poisoning,Reported In Same Week,417,0
2025,4,2025-01-24,25-01-2025,Kerala,Kannur,Food Poisoning,Reported In Same Week,35,0
2025,4,2025-01-23,24-01-2025,Kerala,Kollam,Food Poisoning,Reported In Same Week,22,0
2025,4,2025-01-22,22-01-2025,Kerala,Palakkad,Acute Gastroenteritis (Norovirus),Reported In Same Week,115,0
2025,4,2025-01-22,22-01-2025,Kerala,Pathanamthitta,Mumps,Reported In Same Week,13,0
2025,4,2025-01-21,21-01-2025,Kerala,Ernakulam,Dengue,Reported In Same Week,1,0
2025,4,2025-01-21,21-01-2025,Kerala,Ernakulam,Malaria,Reported In Same Week,1,0
2025,4,2025-01-21,23-01-2025,Kerala,Malappuram,Food Poisoning,Reported In Same Week,60,0
2025,4,2025-01-20,21-01-2025,Kerala,Idukki,Mumps,Reported In Same Week,20,0
2025,4,2025-01-20,22-01-2025,Kerala,Kottayam,Hepatitis A,Reported In Same Week,6,0
2025,4,2025-01-20,21-01-2025,Kerala,Thiruvananthapuram,Food Poisoning,Reported In Same Week,113,0
2025,4,2025-01-20,22-01-2025,Kerala,Wayanad,Food Poisoning,Reported In Same Week,48,0
2025,4,2025-01-20,21-01-2025,Kerala,Wayanad,Mumps,Reported In Same Week,7,0
2025,4,2025-01-18,20-01-2025,Kerala,Ernakulam,Hepatitis A,Reported In Same Week,12,0
2025,4,2025-01-15,,Kerala,Thrissur,Food Poisoning,Reported Late,107,0
2025,4,2025-01-01,,Kerala,Ernakulam,Mumps,Reported Late,11,0
2025,4,2025-01-22,22-01-2025,Madhya Pradesh,Dhar,Chikungunya,Reported In Same Week,11,0
2025,4,2025-01-19,20-01-2025,Madhya Pradesh,Dindori,Acute Diarrheal Disease,Reported In Same Week,13,0
2025,4,2025-01-26,26-01-2025,Maharashtra,Nanded,Food Poisoning,Reported In Same Week,54,0
2025,4,2025-01-22,23-01-2025,Maharashtra,Palghar,Dengue And Chikungunya,Reported In Same Week,13,0
2025,4,2025-01-20,22-01-2025,Maharashtra,Sangli,Food Poisoning,Reported In Same Week,29,0
2025,4,2025-01-17,20-01-2025,Maharashtra,Osmanabad,Chickenpox,Reported In Same Week,15,0
2025,4,2025-01-13,,Maharashtra,Jalgaon,Measles,Reported Late,17,0
2025,4,2025-01-17,20-01-2025,Meghalaya,Eastern West Khasi Hills,Human Rabies,Reported In Same Week,1,0
2025,4,2025-01-25,25-01-2025,Odisha,Nuapada,Food Poisoning,Reported In Same Week,7,0
2025,4,2025-01-24,24-01-2025,Odisha,Nabarangpur,Acute Gastroenteritis (Norovirus),Reported In Same Week,127,0
2025,4,2025-01-22,22-01-2025,Odisha,Cuttack,Acute Diarrheal Disease,Reported In Same Week,9,0
2025,4,2025-01-22,24-01-2025,Odisha,Kendujhar,Hepatitis A,Reported In Same Week,23,0
2025,4,2025-01-20,21-01-2025,Odisha,Rayagada,Food Poisoning,Reported In Same Week,12,1
2025,4,2025-01-20,20-01-2025,Odisha,Rayagada,Malaria,Reported In Same Week,18,1
2025,4,2025-01-24,25-01-2025,Tamil Nadu,Pudukkottai,Mumps,Reported In Same Week,12,0
2025,4,2025-01-24,25-01-2025,Tamil Nadu,Sivaganga,Mumps,Reported In Same Week,8,0
2025,4,2025-01-23,24-01-2025,Tamil Nadu,The Nilgiris,Hepatitis A,Reported In Same Week,9,0
2025,4,2025-01-22,23-01-2025,Tamil Nadu,Sivaganga,Mumps,Reported In Same Week,12,0
2025,4,2025-01-21,22-01-2025,Tamil Nadu,Thanjavur,Hepatitis A,Reported In Same Week,64,0
2025,4,2025-01-21,22-01-2025,West Bengal,Medinipur West,Acute Diarrheal Disease,Reported In Same Week,15,0
2025,3,2025-01-16,18-01-2025,Assam,Sonitpur,Dysentery,Reported In Same Week,17,1
2025,3,2025-01-12,18-01-2025,Bihar,Champaran,Fever With Rash,Reported In Same Week,14,0
2025,3,2025-01-10,14-01-2025,Bihar,Jehanabad,Fever With Rash,Reported In Same Week,8,0
2025,3,2024-12-16,,Bihar,Bhagalpur,Paratyphoid,Reported Late,8,1
2025,3,2025-01-19,19-01-2025,Jammu And Kashmir,Kupwara,Acute Diarrheal Disease,Reported In Same Week,8,0
2025,3,2025-01-14,17-01-2025,Jammu And Kashmir,Udhampur,Hepatitis E,Reported In Same Week,8,15
2025,3,2025-01-13,15-01-2025,Karnataka,Davangere,Food Poisoning,Reported In Same Week,29,0
2025,3,2025-01-13,16-01-2025,Karnataka,Hassan,Leptospirosis,Reported In Same Week,1,0
2025,3,2025-01-15,18-01-2025,Kerala,Kannur,Food Poisoning,Reported In Same Week,86,0
2025,3,2025-01-15,16-01-2025,Kerala,Kottayam,Food Poisoning,Reported In Same Week,25,0
2025,3,2025-01-14,14-01-2025,Kerala,Ernakulam,Hepatitis A,Reported In Same Week,12,0
2025,3,2025-01-11,14-01-2025,Kerala,Kannur,Mpox,Reported In Same Week,1,0
2025,3,2025-01-11,16-01-2025,Kerala,Thrissur,Mpox,Reported In Same Week,1,0
2025,3,2025-01-10,15-01-2025,Kerala,Malappuram,Food Poisoning,Reported In Same Week,30,0
2025,3,2025-01-07,,Kerala,Thrissur,Chickenpox,Reported Late,21,0
2025,3,2025-01-06,,Kerala,Ernakulam,Mumps,Reported Late,22,0
